ID,BIRTHDATE,Age,DEATHDATE,SSN,FIRST,LAST,MARITAL,RACE,ETHNICITY,GENDER,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
71ed08b4-7083-4664-9555-7a0d3daa4b50,6/18/1999,21,,999-10-2855,Elissa919,Hauck852,,white,nonhispanic,F,188 Lind Plaza Unit 87,Waltham,Massachusetts,Middlesex County,2451,42.35269842,-71.22322317,65164.9,4060.92
89bdb87a-72db-4599-8337-2a97e4b47f77,9/17/1951,69,,999-10-2885,Jenee387,Braun514,M,white,nonhispanic,F,286 Daugherty Wynd,Waltham,Massachusetts,Middlesex County,2451,42.3679125,-71.18893145,1491798.77,19771.48
5b502b1d-f1dd-47ba-bc38-cb2cfac98fa8,1/22/2001,19,,999-10-2998,Candi549,Kilback373,,white,nonhispanic,F,416 Dicki Path Unit 48,Boston,Massachusetts,Suffolk County,2126,42.28808301,-71.06200348,399934.11,2969.76
aa2e62ae-3b08-4340-b593-646d1c9e35af,3/26/1949,71,,999-10-3134,Reyna401,VonRueden376,M,white,nonhispanic,F,824 Schuppe Gate Unit 70,Grafton,Massachusetts,Worcester County,,42.17855217,-71.65030081,1602242.93,21142.14
b3041e74-075e-4687-a891-bd61df26df93,1/2/2012,8,,999-10-3157,Nelda514,Johnson679,,native,nonhispanic,F,305 Swaniawski Trace,Brockton,Massachusetts,Plymouth County,2302,42.05446071,-71.02649848,173662.24,2343.2
aa8d08f7-e8fc-4047-aced-64074dd0dd20,6/2/1938,82,6/22/04,999-10-3214,Helen432,Metz686,M,black,nonhispanic,F,849 Lynch Run,Brockton,Massachusetts,Plymouth County,2351,42.03020769,-71.0704106,1528255.74,7678.36
16b38fdd-b038-4960-a222-9f02ab671069,11/2/1964,55,,999-10-3259,Freddie621,Brown30,S,white,nonhispanic,M,113 Shields Hollow,Salisbury,Massachusetts,Essex County,,42.84434658,-70.85849028,1149203.71,7633.24
271266a2-cf32-402d-ad92-d32a92cb991e,7/27/1996,24,,999-10-3262,Connie24,Baumbach677,,asian,nonhispanic,M,485 Klocko Drive,Weymouth,Massachusetts,Norfolk County,,42.22276733,-70.9151316,604300.57,3675.56
33a631c1-ac61-4459-8213-015cf1101646,5/23/1942,78,,999-10-3281,Taryn906,Hudson301,M,white,nonhispanic,F,228 Okuneva Trafficway Unit 66,Sandwich,Massachusetts,Barnstable County,,41.68677216,-70.50876513,1420950.95,31149.48
e7e62a13-77e9-4a57-8d8e-2252d810f4d1,1/3/2015,5,,999-10-3293,Lakeshia836,Ratke343,,white,nonhispanic,F,1089 Huel Mews,New Bedford,Massachusetts,Bristol County,2746,41.58399637,-70.9979615,21482.32,516.64
cade4856-2b5e-4127-b2d3-9f57c6625b2f,5/22/1977,43,,999-10-3327,Elmo857,Keeling57,M,white,hispanic,M,1055 Hamill Gateway,Granville,Massachusetts,Hampden County,,42.10280437,-72.92350326,121751.35,3412.2
3f2fbed3-6c86-4b6b-9002-66d5a9eeb01a,2/25/1911,109,3/12/94,999-10-3406,Takisha161,Jerde200,M,white,nonhispanic,F,623 Padberg Vista,Lowell,Massachusetts,Middlesex County,1854,42.6287507,-71.25139571,319975.75,25455.96
925b785e-601a-4959-915d-170fe0b87dd0,1/5/1999,21,,999-10-3434,Britteny287,Jacobson885,,white,nonhispanic,F,823 Leuschke Landing,Middleborough,Massachusetts,Plymouth County,,41.85090646,-70.85387324,509120.51,3880.52
1264bfcc-2701-48e4-9aad-76d89186c0ed,7/16/1943,77,,999-10-3467,Devin82,Bartell116,M,white,nonhispanic,F,795 Okuneva Fort Unit 80,Worcester,Massachusetts,Worcester County,1605,42.27252772,-71.68371665,1561314.49,13325.44
41f8eb75-4001-4f89-8ae4-a6796ccda297,12/17/1984,35,,999-10-3475,Carl856,Wilderman619,S,white,nonhispanic,M,924 Feest Underpass Apt 36,Billerica,Massachusetts,Middlesex County,,42.56140976,-71.28116519,857267.17,3276.36
c45cc57f-cc86-4b3f-ae6d-331c0432cfc3,4/13/2018,2,,999-10-3619,Versie644,Lang846,,white,nonhispanic,F,926 Gleichner Street,West Springfield,Massachusetts,Hampden County,,42.15963807,-72.66916469,55256.11,1715.72
fa6c9e36-b5d9-476d-99f9-4a1801d048ca,10/24/1952,67,,999-10-3635,Edison640,Schneider199,M,white,nonhispanic,M,1039 Stracke Center,Dighton,Massachusetts,Bristol County,,41.7793855,-71.11156952,1426955.08,18277.05
d7d18105-59c8-40f3-b3dd-71fa5287c824,6/22/1969,51,,999-10-3691,Venessa867,Nikolaus26,M,white,nonhispanic,F,372 Monahan Manor Unit 52,Tewksbury,Massachusetts,Middlesex County,,42.59348638,-71.21076006,1211400.52,7504.32
c28b9f03-3194-408b-9934-17f8d24fc411,12/6/1995,24,,999-10-3707,Antony83,Wehner319,,black,nonhispanic,M,248 Collins Hollow,Stoneham,Massachusetts,Middlesex County,2180,42.47594141,-71.08337467,648579.87,2700.64
e8e0a9fc-4665-410a-bd93-af8709d8b0cf,2/17/1989,31,,999-10-3797,Anthony633,Rodriguez71,M,white,nonhispanic,M,397 Goodwin Meadow Apt 58,Yarmouth,Massachusetts,Barnstable County,,41.68513787,-70.22278656,756342.98,3278.04
a7a40f50-8d41-4ee8-af84-26980486d663,12/17/1967,52,,999-10-3892,Della552,Carroll471,M,white,nonhispanic,F,321 Wisozk Green Suite 70,Salisbury,Massachusetts,Essex County,,42.87272301,-70.86597637,1107544.34,9750.68
a8054d36-327e-4f68-b2e7-a0416692473a,3/19/1975,45,,999-10-3947,Darrel772,Von197,M,asian,nonhispanic,M,675 Brakus Club,Boston,Massachusetts,Suffolk County,2124,42.39120203,-71.02962433,140715.04,8326.63
2194bcda-ba28-40eb-842f-16b77078f738,5/24/1982,38,,999-10-3952,Ebonie344,Luettgen772,M,white,nonhispanic,F,410 Murray Port,North Attleborough,Massachusetts,Bristol County,,41.97683367,-71.28673661,697929.32,6979.28
2b9c4589-ed9f-4112-b9aa-ed497c7dd52b,11/5/1948,71,,999-10-3963,Moira454,Dach178,M,white,nonhispanic,F,695 Kerluke Track Suite 62,Millville,Massachusetts,Worcester County,,42.08100461,-71.54032167,1467717.52,12763.73
8a285833-03ba-4964-b381-1edc11f5c059,11/5/2004,15,,999-10-3984,Edith654,Ritchie586,,white,nonhispanic,F,249 McCullough Walk,Holden,Massachusetts,Worcester County,,42.36467001,-71.875743,374932.46,3171.45
4645e804-a17c-4273-8902-25f0bf89d1be,12/25/2010,9,,999-10-4019,Kathi607,Stehr398,,white,nonhispanic,F,442 Schaden Crossing Apt 37,Auburn,Massachusetts,Worcester County,,42.16196333,-71.83587104,204240.13,2920.64
ef97b344-2ff2-4a9e-8bdb-a5e75a8aaad5,1/21/1967,53,,999-10-4035,Leopoldo762,Pfannerstill264,M,white,nonhispanic,M,817 Gulgowski Dam,Reading,Massachusetts,Middlesex County,1867,42.50759588,-71.07880033,1158527.06,6122.57
af883dce-2a70-4a8c-9ad2-0f4c48ce3307,12/25/2005,14,,999-10-4096,Julio255,Sanches349,,black,hispanic,M,222 Dooley Extension,Boston,Massachusetts,Suffolk County,2111,42.32017908,-71.07811178,25147.14,645.8
3a01fa5c-cde7-4554-ae38-375debbb8d67,6/9/1927,93,10/1/01,999-10-4103,Andrea7,Terry864,M,white,nonhispanic,M,218 Lynch Boulevard Unit 89,Holyoke,Massachusetts,Hampden County,1040,42.23886478,-72.65431538,69329.98,1681.52
905a0514-845f-4762-8ba9-5ef00f7d6e41,1/24/1980,40,,999-10-4104,William805,Pacocha935,S,white,nonhispanic,M,510 Fritsch Underpass Unit 90,Brockton,Massachusetts,Plymouth County,2302,42.09872622,-71.05352115,874756.64,3191.32
f8545fe7-4f5a-4cdd-afcf-3e63adb98bfb,1/12/1991,29,,999-10-4195,Mauro926,Towne435,M,white,nonhispanic,M,341 Wolff Row,Boston,Massachusetts,Suffolk County,2126,42.31172913,-71.19149123,680145.2,4540.44
16523d11-fcba-48fd-b14f-f34c885d33cf,10/22/1972,47,,999-10-4305,Leigh689,Franecki195,M,black,nonhispanic,M,611 Cruickshank Ferry Apt 42,Boston,Massachusetts,Suffolk County,2136,42.34342248,-71.09544655,147089.12,5967.41
a1f2b71f-dcbc-4b63-869a-e6b916a29066,7/23/1927,93,7/30/07,999-10-4316,Shaunte610,Bernhard322,M,white,nonhispanic,F,281 Harber Trafficway,Worcester,Massachusetts,Worcester County,1606,42.27337108,-71.8197517,1611011.07,21192.11
5f699168-622c-4d4c-9c06-e1ecdbbe0302,1/6/1965,55,,999-10-4373,Inocencia535,Mueller846,M,white,nonhispanic,F,386 Buckridge Burg,Boston,Massachusetts,Suffolk County,2121,42.23598784,-71.0863226,1185612.09,14276.66
c0a2ca22-468e-46d0-8fed-bfb0ddf9ed48,11/15/2007,12,,999-10-4418,Ricardo560,Steuber698,,white,nonhispanic,M,972 Kautzer Gate Unit 7,Boston,Massachusetts,Suffolk County,2110,42.3291699,-71.09644095,302616.06,2969
f41bb159-5600-4234-9067-4fdc4017fa92,5/14/1984,36,,999-10-4476,Valrie435,Hoppe518,M,white,nonhispanic,F,430 Lind Lodge Unit 13,Warren,Massachusetts,Worcester County,1585,42.16441521,-72.22094863,839600.71,6727.68
582a581b-5832-444c-9916-cc107a03f9a0,9/26/1953,67,,999-10-4564,Emory494,Nolan344,M,asian,nonhispanic,M,293 Mertz Harbor,New Bedford,Massachusetts,Bristol County,2746,41.7017427,-70.94444646,1425359.14,20978.79
2ced0adb-668c-46ba-9060-8066d9e18e1a,6/6/2005,15,,999-10-4677,Dwana281,Stanton715,,white,nonhispanic,F,158 Rath Annex,Boston,Massachusetts,Suffolk County,2131,42.34780116,-71.05805305,363481.65,3416.44
ee03dbc7-581a-4eb9-b24b-abc690e17041,7/17/2016,4,,999-10-4714,Jame231,Wisoky380,,white,nonhispanic,M,1026 Pfannerstill Underpass,Worcester,Massachusetts,Worcester County,1609,42.27483326,-71.80854108,12194.43,2034.04
842cef29-8381-4657-a8af-81492c04dcad,2/2/1960,60,,999-10-4774,Jeniffer557,Lind531,M,white,nonhispanic,F,245 Flatley Port Suite 78,Hanson,Massachusetts,Plymouth County,,42.03771644,-70.84917713,1347427.75,11464.98
7b1b881e-59bf-4d00-8630-a42dc334157e,8/17/2005,15,,999-10-4837,Cyrus914,Bradtke547,,white,nonhispanic,M,191 Lind Bay Unit 22,Woburn,Massachusetts,Middlesex County,1890,42.53526376,-71.12525757,356803.06,3353.12
df0ad7da-0e62-4610-9128-f79bbff4d5f7,8/18/2010,10,12/28/11,999-10-4850,Kurt412,O'Connell601,,white,nonhispanic,M,333 Bashirian Skyway Suite 67,Walpole,Massachusetts,Norfolk County,,42.1191874,-71.29018844,38082.57,904.12
a471cf89-81a6-4264-a1ed-852dde860bf5,9/17/2012,8,,999-10-4852,Jocelyn538,Kemmer137,,white,nonhispanic,F,235 Johnston Meadow Suite 74,Boston,Massachusetts,Suffolk County,2210,42.3080658,-71.06996866,199489.76,2619.84
06bef92c-8103-4630-84ca-61a0aa1bb422,6/14/1932,88,12/20/90,999-10-5003,Rudolph554,Lubowitz58,M,white,nonhispanic,M,1062 Mueller Esplanade Unit 12,Lynn,Massachusetts,Essex County,1902,42.43541626,-70.89022059,1201672.82,3637.84
a2455931-8276-4125-a788-b430fb12a022,7/18/1932,88,8/23/04,999-10-5091,Eddy900,Sipes176,M,black,nonhispanic,M,160 Howe Manor,Boston,Massachusetts,Suffolk County,2118,42.25980772,-71.01057493,1598785.77,360610.09
8d9dd8b1-df84-4a22-8586-4bcb786efec5,7/11/1960,60,3/24/11,999-10-5093,Edwin773,Runolfsdottir785,M,white,nonhispanic,M,219 Lang Divide,Quincy,Massachusetts,Norfolk County,2186,42.24991969,-71.01516181,136108.87,24386.74
a73a67e4-16d5-4438-ab2e-80cc9dbac9ba,2/3/1981,39,,999-10-5172,Mitzie610,Hilll811,S,white,nonhispanic,F,678 Pfeffer Approach Unit 73,Lowell,Massachusetts,Middlesex County,1854,42.63530059,-71.37086186,874593.54,9197.1
3d039556-68e2-44f4-bc5c-f0c5dea99fd9,7/4/1944,76,,999-10-5230,Linnie39,Zieme486,M,white,nonhispanic,F,249 Hauck Boulevard,Quincy,Massachusetts,Norfolk County,2170,42.25373931,-71.04378545,1354881.97,11024.59
3e840638-fa30-49d6-a15c-bcfb1ec7821c,2/23/1914,106,3/16/20,999-10-5256,Fairy757,Watsica258,M,white,nonhispanic,F,266 Effertz Flat Apt 10,Brockton,Massachusetts,Plymouth County,,42.10488037,-70.95134573,458699.87,17795.25
ea2f3bee-3032-4fe8-a72f-941301cef973,1/4/1936,84,7/28/00,999-10-5378,Ricky354,Effertz744,M,black,nonhispanic,M,1028 Halvorson Arcade,Peabody,Massachusetts,Essex County,,42.50672327,-70.98700903,1327455.37,4473.56
e6277dfb-a0e9-4b45-a3fc-f088ece136ab,3/14/2020,0,,999-10-5503,Magaly973,White193,,white,nonhispanic,F,973 Wiza Lane,Uxbridge,Massachusetts,Worcester County,,42.09478127,-71.68616408,6360,327.48
951ccbdf-887a-4e8b-b9a0-2c3b40477f8c,9/12/2007,13,10/4/17,999-10-5624,Luetta803,Welch179,,white,nonhispanic,F,481 Cruickshank Union,Brockton,Massachusetts,Plymouth County,2351,42.13523748,-70.97839365,271401.65,2454.04
ee239318-69ec-4ca1-b0c6-28de5127bff5,6/20/1920,100,6/15/73,999-10-5624,Beatriz277,Saldivar860,M,white,hispanic,F,623 Beer View,Springfield,Massachusetts,Hampden County,1104,42.11094231,-72.6236005,195781.57,106891.65
6c9edfe3-0e76-4c0c-a20a-e5890e805d58,8/1/1952,68,,999-10-5641,Dudley365,Sporer811,M,white,nonhispanic,M,448 McGlynn View Unit 70,North Attleborough,Massachusetts,Bristol County,,41.97983195,-71.38090826,1733047.84,6553.24
825ac517-e155-4c1b-a917-6334bb68b552,7/10/1968,52,,999-10-5655,Margarete324,Corkery305,S,white,nonhispanic,F,1094 Wilderman Overpass Unit 6,Chelsea,Massachusetts,Suffolk County,,42.43673746,-71.01508216,1173207.45,12868.65
1d873028-9658-498a-8d89-c3f54ec0f33c,8/20/1949,71,,999-10-5714,Luis923,Vera718,S,white,hispanic,M,934 Bosco Trail Suite 5,Boxborough,Massachusetts,Middlesex County,,42.50995919,-71.49078765,1673088.86,11778.12
5430e3df-1000-41be-b12d-5dc3260b481c,1/6/2007,13,,999-10-5740,Ozell178,Lindgren255,,white,hispanic,F,311 Lynch Camp Suite 21,Amherst,Massachusetts,Hampshire County,,42.39368083,-72.49679198,306365.26,3196.48
3c534e44-d34b-4897-972a-027a4aa1da5a,6/10/1986,34,,999-10-5775,Chad48,Hirthe744,M,black,nonhispanic,M,425 Hoeger Ville Apt 86,Boston,Massachusetts,Suffolk County,2151,42.32808158,-71.14958326,740050.44,3224.64
f791a3c5-bd87-4c15-aeb1-f71dd66f239f,9/29/1997,22,,999-10-5902,Pierre431,Blick895,,white,nonhispanic,M,145 Windler Pathway,Cambridge,Massachusetts,Middlesex County,2142,42.39204559,-71.13723512,578498.57,7497.68
6f181516-94a7-4312-813a-62075711a372,8/13/1942,78,,999-10-5949,Mardell937,Blick895,M,white,nonhispanic,F,431 Little Neck Suite 57,Lowell,Massachusetts,Middlesex County,1851,42.65066217,-71.31001037,1443816.21,12366.28
fa208ec2-9640-4bf4-8698-31958cf46f6a,1/16/2013,7,,999-10-6031,Colby655,Gleichner915,,white,nonhispanic,M,408 Dicki Corner Unit 82,Everett,Massachusetts,Middlesex County,2148,42.40432234,-71.07352812,169608.08,2362.36
08de06a1-6740-4ff6-afde-d1dff92c141d,4/6/1991,29,,999-10-6245,Aracelis412,Rempel203,M,white,nonhispanic,F,562 Muller Station Unit 82,Hingham,Massachusetts,Plymouth County,,42.24475681,-70.92010062,708292.26,4675.44
09595671-900f-4baf-85f3-935d76e47a48,10/6/1954,65,,999-10-6268,Octavio643,Baca589,M,white,hispanic,M,995 Lindgren Pathway,Ashburnham,Massachusetts,Worcester County,,42.61078446,-71.94101098,1669924.18,9821.64
a0c7df3a-248e-4091-ade6-b12daaaa7308,5/11/1964,56,11/12/18,999-10-6467,Brenton674,Denesik803,M,white,nonhispanic,M,224 Kerluke Burg,Stoughton,Massachusetts,Norfolk County,,42.12521872,-71.13951491,1119231.14,3866.24
6c3c9f1e-07d0-400a-881f-b53801c05b82,7/4/1917,103,1/28/74,999-10-6538,Noah480,Carroll471,M,asian,nonhispanic,M,716 Zieme Gateway Apt 16,East Brookfield,Massachusetts,Worcester County,1515,42.23774781,-72.00460794,1370973.27,5517.76
6b26b6e2-a7ff-4353-8b0d-48c712d4a31e,12/28/1926,93,2/23/90,999-10-6605,Rozanne215,Jenkins714,M,white,nonhispanic,F,239 Schuster Lane Apt 71,Foxborough,Massachusetts,Norfolk County,,42.05292454,-71.22621615,1614081.13,10042.32
10d97940-47ca-4011-9d23-c220efac246c,9/17/1981,39,,999-10-6709,Nicholas495,Skiles927,M,black,nonhispanic,M,498 Ward Lane Apt 76,Boston,Massachusetts,Suffolk County,2130,42.4110584,-71.08786418,888862.59,3729.61
d6320ef9-4db5-4f41-aebd-5a7a3aee5816,10/13/1968,51,,999-10-6902,Gerardo48,Davis923,S,white,nonhispanic,M,117 Tremblay Mews,Plymouth,Massachusetts,Plymouth County,2360,41.89951607,-70.63259547,1070791.38,5790.2
c309ace0-a20a-4e2d-9f28-f58ae1b0b4f0,5/8/1969,51,,999-10-6925,Kattie846,Brown30,M,white,nonhispanic,F,237 Streich Pathway,Barnstable,Massachusetts,Barnstable County,2632,41.63139258,-70.2560042,1093243.46,10862.24
e3dd5723-18de-404b-94c5-a254a1393332,3/28/1981,39,,999-10-7107,Theron432,Collins926,M,black,nonhispanic,M,452 Feeney Skyway,Brockton,Massachusetts,Plymouth County,,42.12951818,-71.00978805,803074.49,3054.64
199e07be-c860-4221-84d3-e15eb2276365,10/13/1972,47,,999-10-7546,Candis134,Connelly992,M,white,nonhispanic,F,675 Bartell Forge Apt 76,Waltham,Massachusetts,Middlesex County,2472,42.3785442,-71.21000766,970207.31,8788.84
9848453c-64ca-4388-b926-69773e3d9bfe,4/22/1983,37,,999-10-7574,Georgia502,Hansen121,M,white,nonhispanic,F,405 Stark Wall,Marshfield,Massachusetts,Plymouth County,,42.13260336,-70.67658496,717706.56,7205.88
8bf57f36-e6b1-4502-a082-7b3787747124,9/7/1950,70,,999-10-7701,Layla49,Thompson596,M,white,nonhispanic,F,648 Buckridge Highlands,Bridgewater,Massachusetts,Plymouth County,2324,41.94657179,-70.95957441,1361574.02,12420.36
9f110416-0873-4ce2-ae37-10c94f295155,5/26/1972,48,,999-10-7739,Robert854,Carter549,S,white,hispanic,M,610 Klocko Corner,Waltham,Massachusetts,Middlesex County,2452,42.32438964,-71.2751121,12087.44,0
55a925bd-7923-48a0-8017-33b275c9b95e,6/12/1945,75,,999-10-7780,Jesus702,Kozey370,M,native,nonhispanic,F,949 Hayes Orchard,Boston,Massachusetts,Suffolk County,2125,42.36796218,-71.12638011,1508361.29,15295.34
9b4b7467-e5b6-4dac-8593-dc9dc72eef45,6/13/1979,41,,999-10-7821,Irving123,Cruickshank494,S,black,nonhispanic,M,965 Wintheiser Lodge,Brookfield,Massachusetts,Worcester County,,42.19409337,-72.11160601,1036825.08,4328.77
b068fb2c-caab-42ca-a750-bb8b25253a32,4/13/1981,39,,999-10-7900,Lloyd546,Wisoky380,M,white,nonhispanic,M,428 Lubowitz Extension,Gloucester,Massachusetts,Essex County,1930,42.6063419,-70.65230131,949829.74,8152.52
9130704b-44d1-42d5-ad3d-99fa6cd21d21,11/20/1981,38,,999-10-7964,Guadalupe206,Kuhn96,M,black,nonhispanic,F,126 Hilll Landing,Boston,Massachusetts,Suffolk County,2151,42.32379431,-71.07366232,739571.84,7004.99
173851ea-df68-4263-9942-ffe10f0a0975,12/13/2003,16,,999-10-7966,Lenny728,Hermann103,,white,nonhispanic,M,134 Fisher Avenue Apt 54,Weymouth,Massachusetts,Norfolk County,2191,42.13334187,-70.91720667,54455.1,7737.68
67080493-89e0-4918-b853-bdf6b47e1c26,1/15/1969,51,,999-10-8154,Kim439,Howell947,S,white,nonhispanic,M,524 Anderson Terrace,Worcester,Massachusetts,Worcester County,1603,42.29134023,-71.73609531,1245137.6,4562.08
7828b46e-9e00-4bf1-b90b-e634687af3c7,2/17/1996,24,10/9/97,999-10-8169,Hwa978,Schmidt332,,black,nonhispanic,F,689 Larkin Dale Unit 16,Lexington,Massachusetts,Middlesex County,2420,42.46812359,-71.18151561,1174.49,0
2a3b0790-fba1-4ec3-abab-2394a6638f79,10/11/2017,2,,999-10-8228,Dan465,Walker122,,white,nonhispanic,M,858 Prosacco Boulevard Apt 79,Millbury,Massachusetts,Worcester County,,42.20170749,-71.73973783,64136.33,1419.92
08ddcbc1-2fe6-4b5b-bbed-bf7fd1eea4ed,10/19/1971,48,,999-10-8391,Margherita470,Heidenreich818,S,black,hispanic,F,745 Bogisich Path,Saugus,Massachusetts,Essex County,1906,42.43541369,-70.9857982,1111764.59,14525.66
d5aa1e0e-8cb4-4f71-9c9c-aec8124678bc,6/11/1914,106,6/7/90,999-10-8557,Rosanne862,Gerlach374,M,white,hispanic,F,667 Stoltenberg Rest,Brockton,Massachusetts,Plymouth County,2351,42.0639254,-71.01311582,1357764.25,20635.71
b6097e25-6323-4791-affc-f3a4c0163d14,8/1/2010,10,,999-10-8649,Larisa542,Fritsch593,,white,nonhispanic,F,1094 Herman Stravenue Apt 62,Cambridge,Massachusetts,Middlesex County,2138,42.41919509,-71.10373977,263875.66,2324.88
b6b3bb78-dc5b-4564-bb15-fcf04133f2c7,8/3/1944,76,2/13/10,999-10-8701,Louie190,Wiza601,M,white,nonhispanic,M,820 Yundt Grove Apt 3,Fall River,Massachusetts,Bristol County,2723,41.7074405,-71.10476219,48816,1426.53
